1000,0.594,1.951
2000,0.697,0.902
3000,0.735,0.770
4000,0.761,0.694
5000,0.782,0.634
6000,0.791,0.602
7000,0.804,0.565
8000,0.816,0.535
9000,0.821,0.508
10000,0.831,0.481
11000,0.842,0.454
12000,0.849,0.429
13000,0.851,0.420
14000,0.862,0.395
15000,0.868,0.377
16000,0.874,0.357
17000,0.877,0.349
18000,0.880,0.339
19000,0.885,0.322
20000,0.892,0.308
21000,0.895,0.294
22000,0.898,0.287
23000,0.900,0.278
24000,0.905,0.263
25000,0.908,0.258
26000,0.909,0.252
27000,0.911,0.247
28000,0.913,0.236
29000,0.919,0.224
30000,0.917,0.225
31000,0.926,0.211
32000,0.923,0.217
33000,0.924,0.209
34000,0.929,0.195
35000,0.929,0.195
36000,0.933,0.191
37000,0.935,0.186
38000,0.931,0.190
39000,0.938,0.176
40000,0.937,0.177
41000,0.940,0.167
42000,0.937,0.173
43000,0.938,0.172
44000,0.944,0.157
45000,0.940,0.165
46000,0.943,0.161
47000,0.944,0.155
48000,0.947,0.151
49000,0.946,0.148
50000,0.944,0.153
51000,0.949,0.141
52000,0.949,0.142
53000,0.949,0.141
54000,0.951,0.137
55000,0.952,0.134
56000,0.950,0.136
57000,0.954,0.130
58000,0.953,0.131
59000,0.955,0.128
60000,0.955,0.126
61000,0.953,0.131
62000,0.956,0.126
63000,0.957,0.120
64000,0.955,0.123
65000,0.955,0.126
66000,0.957,0.119
67000,0.958,0.119
68000,0.958,0.115
69000,0.955,0.122
70000,0.959,0.114
71000,0.960,0.112
72000,0.958,0.116
73000,0.959,0.114
74000,0.962,0.109
75000,0.961,0.111
76000,0.962,0.108
77000,0.960,0.110
78000,0.961,0.109
79000,0.961,0.106
80000,0.962,0.105
81000,0.963,0.106
82000,0.965,0.099
83000,0.963,0.105
84000,0.964,0.099
85000,0.964,0.098
86000,0.965,0.099
87000,0.961,0.111
88000,0.966,0.098
89000,0.966,0.097
90000,0.968,0.091
91000,0.967,0.093
92000,0.967,0.092
93000,0.967,0.094
94000,0.967,0.093
95000,0.967,0.094
96000,0.965,0.095
97000,0.968,0.087
98000,0.969,0.087
99000,0.967,0.095
100000,0.969,0.088
