1	2	
 1.0000e+00	 2.2457e-02	
 2.0000e+00	 2.2457e-02	
 3.0000e+00	 2.2055e-02	
 4.0000e+00	 2.2055e-02	
 5.0000e+00	 1.9722e-02	
 6.0000e+00	 1.9722e-02	
 7.0000e+00	 1.7705e-02	
 8.0000e+00	 1.7705e-02	
 9.0000e+00	 1.5927e-02	
 1.0000e+01	 1.5927e-02	
 1.1000e+01	 1.4360e-02	
 1.2000e+01	 1.4360e-02	
 1.3000e+01	 1.2977e-02	
 1.4000e+01	 1.2977e-02	
 1.5000e+01	 1.1754e-02	
 1.6000e+01	 1.1754e-02	
 1.7000e+01	 1.0668e-02	
 1.8000e+01	 1.0668e-02	
 1.9000e+01	 9.7012e-03	
 2.0000e+01	 9.7012e-03	
 2.1000e+01	 8.8360e-03	
 2.2000e+01	 8.8360e-03	
 2.3000e+01	 8.0580e-03	
 2.4000e+01	 8.0580e-03	
 2.5000e+01	 7.3538e-03	
 2.6000e+01	 7.3538e-03	
 2.7000e+01	 6.7107e-03	
 2.8000e+01	 6.7107e-03	
 2.9000e+01	 6.1174e-03	
 3.0000e+01	 6.1174e-03	
 3.1000e+01	 5.5635e-03	
 3.2000e+01	 5.5635e-03	
 3.3000e+01	 5.0401e-03	
 3.4000e+01	 5.0401e-03	
 3.5000e+01	 4.5405e-03	
 3.6000e+01	 4.5405e-03	
 3.7000e+01	 4.0614e-03	
 3.8000e+01	 4.0614e-03	
 3.9000e+01	 3.6058e-03	
 4.0000e+01	 3.6058e-03	
 4.1000e+01	 3.1853e-03	
 4.2000e+01	 3.1853e-03	
 4.3000e+01	 2.8201e-03	
 4.4000e+01	 2.8201e-03	
 4.5000e+01	 2.5175e-03	
 4.6000e+01	 2.5175e-03	
 4.7000e+01	 2.2723e-03	
 4.8000e+01	 2.2723e-03	
 4.9000e+01	 2.0750e-03	
 5.0000e+01	 2.0750e-03	
 5.1000e+01	 1.9170e-03	
 5.2000e+01	 1.9170e-03	
 5.3000e+01	 1.7766e-03	
 5.4000e+01	 1.7766e-03	
 5.5000e+01	 1.6828e-03	
 5.6000e+01	 1.6828e-03	
 5.7000e+01	 1.6068e-03	
 5.8000e+01	 1.6068e-03	
 5.9000e+01	 1.5458e-03	
 6.0000e+01	 1.5458e-03	
 6.1000e+01	 1.4964e-03	
 6.2000e+01	 1.4964e-03	
 6.3000e+01	 1.4563e-03	
 6.4000e+01	 1.4563e-03	
 6.5000e+01	 1.4234e-03	
 6.6000e+01	 1.4234e-03	
 6.7000e+01	 1.3962e-03	
 6.8000e+01	 1.3962e-03	
 6.9000e+01	 1.3731e-03	
 7.0000e+01	 1.3731e-03	
 7.1000e+01	 1.3541e-03	
 7.2000e+01	 1.3541e-03	
 7.3000e+01	 1.3385e-03	
 7.4000e+01	 1.3385e-03	
 7.5000e+01	 1.3243e-03	
 7.6000e+01	 1.3243e-03	
 7.7000e+01	 1.3121e-03	
 7.8000e+01	 1.3121e-03	
 7.9000e+01	 1.3040e-03	
 8.0000e+01	 1.3040e-03	
 8.1000e+01	 1.2970e-03	
 8.2000e+01	 1.2970e-03	
 8.3000e+01	 1.2907e-03	
 8.4000e+01	 1.2907e-03	
 8.5000e+01	 1.2850e-03	
 8.6000e+01	 1.2850e-03	
 8.7000e+01	 1.2796e-03	
 8.8000e+01	 1.2796e-03	
 8.9000e+01	 1.2744e-03	
 9.0000e+01	 1.2744e-03	
 9.1000e+01	 1.2693e-03	
 9.2000e+01	 1.2693e-03	
 9.3000e+01	 1.2641e-03	
 9.4000e+01	 1.2641e-03	
 9.5000e+01	 1.2591e-03	
 9.6000e+01	 1.2591e-03	
 9.7000e+01	 1.2539e-03	
 9.8000e+01	 1.2539e-03	
 9.9000e+01	 1.2498e-03	
 1.0000e+02	 1.2498e-03	
 1.0100e+02	 1.2459e-03	
 1.0200e+02	 1.2459e-03	
 1.0300e+02	 1.2409e-03	
 1.0400e+02	 1.2409e-03	
 1.0500e+02	 1.2356e-03	
 1.0600e+02	 1.2356e-03	
 1.0700e+02	 1.2294e-03	
 1.0800e+02	 1.2294e-03	
 1.0900e+02	 1.2242e-03	
 1.1000e+02	 1.2242e-03	
 1.1100e+02	 1.2174e-03	
 1.1200e+02	 1.2174e-03	
 1.1300e+02	 1.2074e-03	
 1.1400e+02	 1.2074e-03	
 1.1500e+02	 1.1945e-03	
 1.1600e+02	 1.1945e-03	
 1.1700e+02	 1.1799e-03	
 1.1800e+02	 1.1799e-03	
 1.1900e+02	 1.1680e-03	
 1.2000e+02	 1.1680e-03	
 1.2100e+02	 1.1579e-03	
 1.2200e+02	 1.1579e-03	
 1.2300e+02	 1.1474e-03	
 1.2400e+02	 1.1474e-03	
 1.2500e+02	 1.1358e-03	
 1.2600e+02	 1.1358e-03	
 1.2700e+02	 1.1231e-03	
 1.2800e+02	 1.1231e-03	
 1.2900e+02	 1.1091e-03	
 1.3000e+02	 1.1091e-03	
 1.3100e+02	 1.0943e-03	
 1.3200e+02	 1.0943e-03	
 1.3300e+02	 1.0822e-03	
 1.3400e+02	 1.0822e-03	
 1.3500e+02	 1.0677e-03	
 1.3600e+02	 1.0677e-03	
 1.3700e+02	 1.0481e-03	
 1.3800e+02	 1.0481e-03	
 1.3900e+02	 1.0223e-03	
 1.4000e+02	 1.0223e-03	
 1.4100e+02	 9.9024e-04	
 1.4200e+02	 9.9024e-04	
 1.4300e+02	 9.4857e-04	
 1.4400e+02	 9.4857e-04	
 1.4500e+02	 8.7620e-04	
 1.4600e+02	 8.7620e-04	
 1.4700e+02	 7.3709e-04	
 1.4800e+02	 7.3709e-04	
