1	2	
 1.0000e+00	 2.2457e-02	
 2.0000e+00	 2.2055e-02	
 3.0000e+00	 2.1548e-02	
 4.0000e+00	 2.1028e-02	
 5.0000e+00	 2.0520e-02	
 6.0000e+00	 2.0031e-02	
 7.0000e+00	 1.9564e-02	
 8.0000e+00	 1.9116e-02	
 9.0000e+00	 1.8689e-02	
 1.0000e+01	 1.8279e-02	
 1.1000e+01	 1.7888e-02	
 1.2000e+01	 1.7513e-02	
 1.3000e+01	 1.7154e-02	
 1.4000e+01	 1.6810e-02	
 1.5000e+01	 1.6480e-02	
 1.6000e+01	 1.6163e-02	
 1.7000e+01	 1.5860e-02	
 1.8000e+01	 1.5569e-02	
 1.9000e+01	 1.5289e-02	
 2.0000e+01	 1.5020e-02	
 2.1000e+01	 1.4762e-02	
 2.2000e+01	 1.4514e-02	
 2.3000e+01	 1.4275e-02	
 2.4000e+01	 1.4046e-02	
 2.5000e+01	 1.3825e-02	
 2.6000e+01	 1.3613e-02	
 2.7000e+01	 1.3408e-02	
 2.8000e+01	 1.3211e-02	
 2.9000e+01	 1.3021e-02	
 3.0000e+01	 1.2838e-02	
 3.1000e+01	 1.2662e-02	
 3.2000e+01	 1.2492e-02	
 3.3000e+01	 1.2328e-02	
 3.4000e+01	 1.2169e-02	
 3.5000e+01	 1.2016e-02	
 3.6000e+01	 1.1869e-02	
 3.7000e+01	 1.1726e-02	
 3.8000e+01	 1.1589e-02	
 3.9000e+01	 1.1456e-02	
 4.0000e+01	 1.1327e-02	
 4.1000e+01	 1.1203e-02	
 4.2000e+01	 1.1083e-02	
 4.3000e+01	 1.0966e-02	
 4.4000e+01	 1.0854e-02	
 4.5000e+01	 1.0745e-02	
 4.6000e+01	 1.0640e-02	
 4.7000e+01	 1.0538e-02	
 4.8000e+01	 1.0439e-02	
 4.9000e+01	 1.0343e-02	
 5.0000e+01	 1.0250e-02	
 5.1000e+01	 1.0160e-02	
 5.2000e+01	 1.0073e-02	
 5.3000e+01	 9.9885e-03	
 5.4000e+01	 9.9064e-03	
 5.5000e+01	 9.8269e-03	
 5.6000e+01	 9.7497e-03	
 5.7000e+01	 9.6747e-03	
 5.8000e+01	 9.6020e-03	
 5.9000e+01	 9.5313e-03	
 6.0000e+01	 9.4627e-03	
 6.1000e+01	 9.3961e-03	
 6.2000e+01	 9.3313e-03	
 6.3000e+01	 9.2684e-03	
 6.4000e+01	 9.2072e-03	
 6.5000e+01	 9.1477e-03	
 6.6000e+01	 9.0899e-03	
 6.7000e+01	 9.0336e-03	
 6.8000e+01	 8.9789e-03	
 6.9000e+01	 8.9256e-03	
 7.0000e+01	 8.8737e-03	
 7.1000e+01	 8.8233e-03	
 7.2000e+01	 8.7741e-03	
 7.3000e+01	 8.7263e-03	
 7.4000e+01	 8.6796e-03	
 7.5000e+01	 8.6342e-03	
 7.6000e+01	 8.5900e-03	
 7.7000e+01	 8.5468e-03	
 7.8000e+01	 8.5048e-03	
 7.9000e+01	 8.4637e-03	
 8.0000e+01	 8.4237e-03	
 8.1000e+01	 8.3847e-03	
 8.2000e+01	 8.3467e-03	
 8.3000e+01	 8.3095e-03	
 8.4000e+01	 8.2733e-03	
 8.5000e+01	 8.2379e-03	
 8.6000e+01	 8.2033e-03	
 8.7000e+01	 8.1696e-03	
 8.8000e+01	 8.1366e-03	
 8.9000e+01	 8.1044e-03	
 9.0000e+01	 8.0730e-03	
 9.1000e+01	 8.0422e-03	
 9.2000e+01	 8.0122e-03	
 9.3000e+01	 7.9828e-03	
 9.4000e+01	 7.9540e-03	
 9.5000e+01	 7.9259e-03	
 9.6000e+01	 7.8984e-03	
 9.7000e+01	 7.8715e-03	
 9.8000e+01	 7.8452e-03	
 9.9000e+01	 7.8194e-03	
 1.0000e+02	 7.7942e-03	
 1.0100e+02	 7.7695e-03	
 1.0200e+02	 7.7453e-03	
 1.0300e+02	 7.7216e-03	
 1.0400e+02	 7.6984e-03	
 1.0500e+02	 7.6756e-03	
 1.0600e+02	 7.6533e-03	
 1.0700e+02	 7.6314e-03	
 1.0800e+02	 7.6100e-03	
 1.0900e+02	 7.5890e-03	
 1.1000e+02	 7.5684e-03	
 1.1100e+02	 7.5481e-03	
 1.1200e+02	 7.5283e-03	
 1.1300e+02	 7.5088e-03	
 1.1400e+02	 7.4897e-03	
 1.1500e+02	 7.4709e-03	
 1.1600e+02	 7.4525e-03	
 1.1700e+02	 7.4344e-03	
 1.1800e+02	 7.4167e-03	
 1.1900e+02	 7.3992e-03	
 1.2000e+02	 7.3820e-03	
 1.2100e+02	 7.3652e-03	
 1.2200e+02	 7.3486e-03	
 1.2300e+02	 7.3323e-03	
 1.2400e+02	 7.3163e-03	
 1.2500e+02	 7.3005e-03	
 1.2600e+02	 7.2850e-03	
 1.2700e+02	 7.2697e-03	
 1.2800e+02	 7.2547e-03	
 1.2900e+02	 7.2400e-03	
 1.3000e+02	 7.2254e-03	
 1.3100e+02	 7.2111e-03	
 1.3200e+02	 7.1970e-03	
 1.3300e+02	 7.1831e-03	
 1.3400e+02	 7.1694e-03	
 1.3500e+02	 7.1560e-03	
 1.3600e+02	 7.1427e-03	
 1.3700e+02	 7.1296e-03	
 1.3800e+02	 7.1167e-03	
 1.3900e+02	 7.1040e-03	
 1.4000e+02	 7.0914e-03	
 1.4100e+02	 7.0791e-03	
 1.4200e+02	 7.0669e-03	
 1.4300e+02	 7.0548e-03	
 1.4400e+02	 7.0429e-03	
 1.4500e+02	 7.0312e-03	
 1.4600e+02	 7.0196e-03	
 1.4700e+02	 7.0082e-03	
 1.4800e+02	 6.9969e-03	
