1000,0.721,0.854
2000,0.771,0.701
3000,0.780,0.672
4000,0.780,0.679
5000,0.787,0.644
6000,0.790,0.642
7000,0.793,0.623
8000,0.797,0.615
9000,0.801,0.607
10000,0.805,0.588
11000,0.805,0.588
12000,0.807,0.581
13000,0.812,0.565
14000,0.812,0.573
15000,0.815,0.561
16000,0.815,0.559
17000,0.817,0.558
18000,0.821,0.543
19000,0.824,0.538
20000,0.822,0.540
21000,0.826,0.535
22000,0.828,0.519
23000,0.829,0.515
24000,0.831,0.517
25000,0.825,0.532
26000,0.833,0.511
27000,0.834,0.498
28000,0.833,0.510
29000,0.837,0.494
30000,0.838,0.486
31000,0.837,0.497
32000,0.842,0.476
33000,0.842,0.474
34000,0.838,0.490
35000,0.844,0.478
36000,0.849,0.464
37000,0.844,0.474
38000,0.850,0.456
39000,0.849,0.456
40000,0.852,0.450
41000,0.846,0.469
42000,0.850,0.460
43000,0.849,0.457
44000,0.852,0.444
45000,0.855,0.444
46000,0.852,0.444
47000,0.853,0.440
48000,0.853,0.455
49000,0.857,0.436
50000,0.852,0.446
