1000,0.634,1.022
2000,0.658,0.948
1000,0.690,0.899
2000,0.744,0.722
3000,0.758,0.680
4000,0.767,0.661
5000,0.772,0.638
6000,0.778,0.621
7000,0.783,0.604
8000,0.789,0.601
9000,0.790,0.591
10000,0.792,0.582
11000,0.794,0.576
12000,0.797,0.567
13000,0.800,0.558
14000,0.804,0.548
15000,0.806,0.545
16000,0.805,0.545
17000,0.804,0.543
18000,0.808,0.535
19000,0.809,0.534
20000,0.811,0.527
21000,0.808,0.528
22000,0.814,0.524
23000,0.816,0.516
24000,0.811,0.519
25000,0.814,0.517
26000,0.817,0.504
27000,0.818,0.504
28000,0.821,0.502
29000,0.817,0.504
30000,0.821,0.494
31000,0.821,0.495
32000,0.825,0.487
33000,0.823,0.489
34000,0.827,0.482
35000,0.826,0.483
36000,0.829,0.476
37000,0.828,0.479
38000,0.829,0.474
39000,0.832,0.473
40000,0.830,0.473
41000,0.828,0.476
42000,0.832,0.465
43000,0.832,0.468
44000,0.836,0.460
45000,0.833,0.468
46000,0.834,0.467
47000,0.833,0.458
48000,0.840,0.453
49000,0.837,0.452
50000,0.838,0.457
51000,0.835,0.458
52000,0.839,0.449
53000,0.836,0.455
54000,0.838,0.449
55000,0.838,0.449
56000,0.842,0.445
57000,0.840,0.446
58000,0.842,0.437
59000,0.841,0.440
60000,0.840,0.439
61000,0.840,0.441
62000,0.844,0.433
63000,0.843,0.434
64000,0.843,0.437
65000,0.847,0.429
66000,0.839,0.445
67000,0.847,0.427
68000,0.848,0.425
69000,0.845,0.430
70000,0.848,0.418
71000,0.847,0.428
72000,0.845,0.426
73000,0.847,0.422
74000,0.849,0.420
75000,0.844,0.430
76000,0.847,0.419
77000,0.850,0.414
78000,0.850,0.417
79000,0.848,0.424
80000,0.847,0.420
81000,0.847,0.419
82000,0.851,0.416
83000,0.849,0.416
84000,0.851,0.408
85000,0.852,0.414
86000,0.854,0.407
87000,0.855,0.407
88000,0.854,0.410
89000,0.851,0.414
90000,0.850,0.417
91000,0.853,0.406
92000,0.854,0.407
93000,0.853,0.403
94000,0.857,0.402
95000,0.855,0.404
96000,0.854,0.403
97000,0.853,0.401
98000,0.857,0.401
99000,0.855,0.401
100000,0.856,0.401
