1000,0.102,2.413
2000,0.096,2.303
3000,0.098,2.303
4000,0.099,2.303
5000,0.100,2.303
6000,0.096,2.303
7000,0.102,2.303
8000,0.099,2.303
9000,0.099,2.303
10000,0.097,2.303
11000,0.098,2.303
12000,0.099,2.303
13000,0.100,2.303
14000,0.101,2.303
15000,0.100,2.303
16000,0.099,2.303
17000,0.101,2.303
18000,0.101,2.303
19000,0.101,2.303
20000,0.100,2.303
21000,0.100,2.303
22000,0.098,2.303
23000,0.101,2.303
24000,0.102,2.303
25000,0.101,2.303
26000,0.101,2.303
27000,0.099,2.303
28000,0.099,2.303
29000,0.100,2.303
30000,0.100,2.303
31000,0.100,2.303
32000,0.098,2.303
33000,0.099,2.303
34000,0.103,2.303
35000,0.100,2.303
36000,0.098,2.303
37000,0.099,2.303
38000,0.098,2.303
39000,0.100,2.303
40000,0.101,2.303
41000,0.099,2.303
42000,0.098,2.303
43000,0.099,2.303
44000,0.101,2.303
45000,0.099,2.303
46000,0.100,2.303
47000,0.100,2.303
48000,0.099,2.303
49000,0.098,2.303
50000,0.100,2.303
