1000,0.753,0.760
2000,0.776,0.691
3000,0.784,0.663
4000,0.786,0.653
5000,0.785,0.651
6000,0.785,0.665
7000,0.795,0.630
8000,0.796,0.630
9000,0.798,0.621
10000,0.798,0.622
11000,0.796,0.626
12000,0.801,0.608
13000,0.802,0.601
14000,0.804,0.595
15000,0.809,0.589
16000,0.808,0.586
17000,0.813,0.569
18000,0.810,0.575
19000,0.810,0.576
20000,0.814,0.564
21000,0.818,0.556
22000,0.814,0.566
23000,0.817,0.554
24000,0.821,0.556
25000,0.814,0.568
26000,0.824,0.537
27000,0.825,0.543
28000,0.821,0.540
29000,0.825,0.533
30000,0.830,0.518
31000,0.828,0.526
32000,0.828,0.526
33000,0.829,0.520
34000,0.830,0.521
35000,0.832,0.514
36000,0.830,0.522
37000,0.837,0.498
38000,0.835,0.499
39000,0.844,0.480
40000,0.837,0.498
41000,0.839,0.488
42000,0.839,0.498
43000,0.839,0.492
44000,0.841,0.488
45000,0.842,0.490
46000,0.843,0.483
47000,0.842,0.487
48000,0.844,0.475
49000,0.846,0.483
50000,0.844,0.481
