1000,0.737,1.148
2000,0.815,0.538
3000,0.842,0.442
4000,0.859,0.403
5000,0.869,0.367
6000,0.880,0.329
7000,0.891,0.308
8000,0.897,0.287
9000,0.906,0.264
10000,0.911,0.249
11000,0.917,0.229
12000,0.922,0.216
13000,0.927,0.202
14000,0.930,0.194
15000,0.931,0.190
16000,0.933,0.183
17000,0.935,0.178
18000,0.938,0.170
19000,0.943,0.158
20000,0.943,0.158
21000,0.947,0.149
22000,0.946,0.149
23000,0.947,0.145
24000,0.951,0.135
25000,0.953,0.135
26000,0.953,0.130
27000,0.952,0.131
28000,0.957,0.120
29000,0.958,0.117
30000,0.957,0.117
31000,0.957,0.120
32000,0.960,0.111
33000,0.957,0.119
34000,0.960,0.110
35000,0.964,0.104
36000,0.961,0.108
37000,0.965,0.100
38000,0.963,0.102
39000,0.966,0.097
40000,0.965,0.096
41000,0.964,0.101
42000,0.967,0.096
43000,0.963,0.101
44000,0.966,0.092
45000,0.967,0.093
46000,0.968,0.089
47000,0.969,0.086
48000,0.967,0.091
49000,0.968,0.092
50000,0.967,0.092
