1000,0.632,1.028
2000,0.658,0.953
3000,0.675,0.909
4000,0.684,0.879
5000,0.697,0.851
6000,0.706,0.828
7000,0.712,0.808
8000,0.720,0.788
9000,0.725,0.764
10000,0.734,0.748
11000,0.737,0.736
12000,0.746,0.718
13000,0.746,0.710
14000,0.756,0.692
15000,0.755,0.689
16000,0.761,0.673
17000,0.760,0.677
18000,0.765,0.657
19000,0.771,0.646
20000,0.778,0.627
21000,0.774,0.630
22000,0.779,0.621
23000,0.783,0.610
24000,0.783,0.615
25000,0.788,0.605
26000,0.785,0.601
27000,0.789,0.594
28000,0.790,0.587
29000,0.794,0.574
30000,0.796,0.570
31000,0.800,0.563
32000,0.796,0.568
33000,0.801,0.557
34000,0.802,0.550
35000,0.803,0.553
36000,0.803,0.544
37000,0.806,0.542
38000,0.808,0.537
39000,0.809,0.535
40000,0.810,0.529
41000,0.812,0.525
42000,0.812,0.524
43000,0.816,0.518
44000,0.813,0.521
45000,0.818,0.513
46000,0.815,0.516
47000,0.812,0.519
48000,0.824,0.497
49000,0.822,0.508
50000,0.824,0.494
51000,0.824,0.497
52000,0.824,0.496
53000,0.825,0.484
54000,0.823,0.493
55000,0.821,0.489
56000,0.828,0.483
57000,0.823,0.490
58000,0.828,0.473
59000,0.833,0.471
60000,0.833,0.469
61000,0.830,0.470
62000,0.831,0.467
63000,0.829,0.473
64000,0.836,0.461
65000,0.832,0.466
66000,0.835,0.459
67000,0.834,0.461
68000,0.835,0.456
69000,0.833,0.457
70000,0.837,0.451
71000,0.838,0.451
72000,0.838,0.451
73000,0.834,0.454
74000,0.841,0.443
75000,0.837,0.453
76000,0.842,0.439
77000,0.845,0.429
78000,0.841,0.440
79000,0.844,0.435
80000,0.843,0.434
81000,0.846,0.432
82000,0.842,0.438
83000,0.843,0.433
84000,0.844,0.435
85000,0.848,0.424
86000,0.844,0.427
87000,0.845,0.432
88000,0.847,0.426
89000,0.847,0.422
90000,0.849,0.414
91000,0.848,0.422
92000,0.852,0.415
93000,0.850,0.417
94000,0.852,0.414
95000,0.849,0.419
96000,0.850,0.416
97000,0.854,0.408
98000,0.855,0.407
99000,0.850,0.413
100000,0.853,0.405
