1000,0.405,1.986
2000,0.624,1.090
3000,0.662,0.969
4000,0.691,0.896
5000,0.704,0.854
6000,0.716,0.823
7000,0.727,0.792
8000,0.737,0.770
9000,0.740,0.747
10000,0.746,0.737
11000,0.754,0.719
12000,0.758,0.707
13000,0.763,0.694
14000,0.767,0.684
15000,0.763,0.679
16000,0.768,0.670
17000,0.770,0.658
18000,0.777,0.652
19000,0.777,0.646
20000,0.779,0.643
21000,0.783,0.636
22000,0.784,0.624
23000,0.788,0.618
24000,0.787,0.621
25000,0.792,0.611
26000,0.791,0.608
27000,0.791,0.606
28000,0.796,0.591
29000,0.793,0.594
30000,0.797,0.591
31000,0.796,0.590
32000,0.799,0.582
33000,0.802,0.578
34000,0.801,0.575
35000,0.804,0.572
36000,0.806,0.565
37000,0.805,0.562
38000,0.809,0.557
39000,0.806,0.557
40000,0.807,0.556
41000,0.810,0.552
42000,0.809,0.551
43000,0.807,0.556
44000,0.813,0.543
45000,0.814,0.538
46000,0.814,0.537
47000,0.813,0.539
48000,0.810,0.542
49000,0.814,0.537
50000,0.814,0.538
