1000,0.188,2.151
2000,0.351,1.748
3000,0.407,1.599
4000,0.458,1.478
5000,0.490,1.398
6000,0.513,1.342
7000,0.536,1.294
8000,0.549,1.247
9000,0.558,1.231
10000,0.578,1.183
11000,0.590,1.145
12000,0.602,1.121
13000,0.607,1.098
14000,0.615,1.079
15000,0.620,1.059
16000,0.625,1.046
17000,0.630,1.034
18000,0.637,1.015
19000,0.644,1.000
20000,0.648,0.989
21000,0.649,0.987
22000,0.652,0.978
23000,0.655,0.968
24000,0.662,0.951
25000,0.663,0.946
26000,0.669,0.934
27000,0.669,0.940
28000,0.670,0.926
29000,0.676,0.917
30000,0.678,0.909
31000,0.680,0.901
32000,0.688,0.881
33000,0.688,0.882
34000,0.691,0.877
35000,0.696,0.866
36000,0.694,0.861
37000,0.696,0.856
