1000,0.864,0.398
2000,0.902,0.297
3000,0.916,0.257
4000,0.941,0.191
5000,0.945,0.183
6000,0.947,0.173
7000,0.958,0.142
8000,0.938,0.196
9000,0.961,0.129
10000,0.964,0.120
11000,0.972,0.097
12000,0.977,0.086
13000,0.971,0.096
14000,0.975,0.086
15000,0.976,0.081
16000,0.977,0.077
17000,0.983,0.060
18000,0.972,0.092
19000,0.987,0.049
20000,0.977,0.075
21000,0.985,0.051
22000,0.979,0.069
23000,0.985,0.050
24000,0.986,0.046
25000,0.989,0.041
26000,0.987,0.046
27000,0.986,0.050
28000,0.985,0.050
29000,0.986,0.047
30000,0.990,0.036
31000,0.989,0.038
32000,0.987,0.045
33000,0.989,0.038
34000,0.989,0.039
35000,0.987,0.043
36000,0.993,0.027
37000,0.991,0.033
38000,0.990,0.037
39000,0.991,0.032
40000,0.991,0.029
41000,0.991,0.031
42000,0.993,0.025
43000,0.992,0.028
44000,0.992,0.028
45000,0.992,0.028
46000,0.993,0.024
47000,0.994,0.021
48000,0.994,0.024
49000,0.993,0.024
50000,0.993,0.025
