1000,0.663,1.019
2000,0.717,0.848
3000,0.738,0.782
4000,0.748,0.757
5000,0.761,0.721
6000,0.765,0.697
7000,0.771,0.690
8000,0.781,0.662
9000,0.782,0.650
10000,0.791,0.631
11000,0.796,0.608
12000,0.798,0.603
13000,0.800,0.603
14000,0.805,0.585
15000,0.810,0.570
16000,0.810,0.568
17000,0.818,0.544
18000,0.822,0.528
19000,0.824,0.532
20000,0.826,0.527
21000,0.832,0.507
22000,0.831,0.503
23000,0.833,0.505
24000,0.835,0.503
25000,0.837,0.495
26000,0.840,0.481
27000,0.840,0.487
28000,0.843,0.473
29000,0.849,0.461
30000,0.845,0.469
31000,0.849,0.457
32000,0.853,0.453
33000,0.845,0.468
34000,0.854,0.449
35000,0.856,0.443
36000,0.858,0.434
37000,0.860,0.428
38000,0.866,0.422
39000,0.860,0.426
40000,0.861,0.424
41000,0.862,0.424
42000,0.869,0.399
43000,0.864,0.416
44000,0.868,0.412
45000,0.872,0.397
46000,0.870,0.406
47000,0.874,0.387
48000,0.874,0.391
49000,0.877,0.391
50000,0.878,0.379
