epoch,acc,loss,val_acc,val_loss
89,0.76778,0.6772816384601593,0.794,0.5965288560390473
90,0.76698,0.67777894241333,0.7954,0.5894140613555908
91,0.7662,0.678070293226242,0.7921,0.6038303398132324
92,0.7657,0.6765702686023712,0.7951,0.5921238350868225
93,0.76556,0.6788341987991333,0.7954,0.58686194896698
94,0.76626,0.6747427779102325,0.7977,0.587070219373703
95,0.76726,0.6737382339477539,0.7934,0.5998808188438416
96,0.76612,0.673658608045578,0.7924,0.5985390511989593
97,0.7703,0.6710403318309784,0.7912,0.6106666037082672
98,0.76704,0.6746402725219727,0.794,0.5930680269241333
99,0.77056,0.6660417903137207,0.7947,0.5974385668277741
