epoch,acc,loss,val_acc,val_loss
0,0.38698,1.63957516533,0.4866,1.40205738449
1,0.49688,1.38331270901,0.5681,1.20331578655
2,0.54612,1.27403865204,0.5652,1.28290613823
3,0.56868,1.20702823025,0.6029,1.11064780445
4,0.5849,1.16691432156,0.625,1.06595106354
